claim_id,policy_id,customer_id,agent_id,claim_type,incident_date,claim_amount,days_since_policy_start,previous_claims_count,customer_age,policy_premium_ratio,surveyor_mismatch_flag,status,is_fraud
CLM-0463,POL-0363,CUST-0265,AGT-0013,property_damage,2025-08-05,156202.61,568,2,33,7.12,0,settled,0
CLM-0464,POL-0024,CUST-0243,AGT-0009,life,2025-12-17,406507.13,15,3,31,10.85,0,rejected,1
CLM-0465,POL-0461,CUST-0293,AGT-0013,motor_accident,2026-05-12,146991.82,423,3,29,7.51,0,settled,0
CLM-0466,POL-0391,CUST-0181,AGT-0013,life,2026-03-24,128102.34,60,1,45,2.85,0,rejected,0
CLM-0467,POL-0103,CUST-0293,AGT-0017,life,2025-09-03,100765.09,725,2,39,1.53,0,settled,0
CLM-0468,POL-0299,CUST-0229,AGT-0011,property_damage,2025-11-04,485941.32,7,4,21,17.97,0,rejected,1
CLM-0469,POL-0095,CUST-0028,AGT-0004,life,2025-09-17,191760.0,687,3,37,3.19,0,settled,0
CLM-0470,POL-0411,CUST-0187,AGT-0013,property_damage,2026-04-10,299629.11,25,3,30,5.6,0,pending,1
CLM-0471,POL-0308,CUST-0256,AGT-0001,health,2026-01-04,9395.78,326,2,49,0.29,0,pending,0
CLM-0472,POL-0437,CUST-0094,AGT-0005,motor_accident,2025-08-06,124193.23,349,3,64,2.97,0,settled,0
CLM-0473,POL-0017,CUST-0186,AGT-0018,property_damage,2025-06-26,55871.82,372,0,33,3.05,0,rejected,0
CLM-0474,POL-0253,CUST-0157,AGT-0009,motor_accident,2025-10-30,481799.16,40,8,34,22.74,0,rejected,1
CLM-0475,POL-0246,CUST-0030,AGT-0008,property_damage,2025-10-23,57749.14,72,0,27,1.43,0,settled,0
CLM-0476,POL-0477,CUST-0020,AGT-0019,motor_accident,2025-08-22,420764.63,13,7,30,6.22,1,pending,1
CLM-0477,POL-0357,CUST-0264,AGT-0005,property_damage,2025-12-02,395468.23,36,4,22,10.04,1,pending,1
CLM-0478,POL-0122,CUST-0125,AGT-0017,motor_accident,2026-01-24,119780.41,262,3,59,3.62,1,settled,0
CLM-0479,POL-0065,CUST-0296,AGT-0020,health,2025-07-25,60106.22,351,2,63,3.61,0,settled,0
CLM-0480,POL-0040,CUST-0153,AGT-0019,property_damage,2025-08-22,111011.01,536,2,39,1.23,0,settled,0
CLM-0481,POL-0458,CUST-0098,AGT-0017,life,2026-01-08,141065.48,545,0,28,3.29,0,pending,0
CLM-0482,POL-0119,CUST-0073,AGT-0012,life,2025-07-03,112828.3,155,2,34,5.0,0,settled,0
CLM-0483,POL-0256,CUST-0142,AGT-0011,life,2025-09-20,57708.22,632,3,44,1.25,0,pending,0
CLM-0484,POL-0228,CUST-0251,AGT-0009,property_damage,2026-05-15,222005.54,12,8,27,2.68,1,rejected,1
CLM-0485,POL-0466,CUST-0292,AGT-0006,life,2025-10-25,179168.03,298,1,26,11.94,0,settled,0
CLM-0486,POL-0284,CUST-0077,AGT-0003,property_damage,2026-03-09,145652.92,724,2,59,3.51,0,rejected,0
CLM-0487,POL-0068,CUST-0214,AGT-0014,property_damage,2025-12-10,59736.53,728,2,30,1.61,0,settled,0
CLM-0488,POL-0141,CUST-0273,AGT-0009,property_damage,2026-01-16,133549.84,698,0,32,2.66,0,settled,0
CLM-0489,POL-0009,CUST-0177,AGT-0013,motor_accident,2025-08-08,95955.7,397,3,65,3.74,1,rejected,0
CLM-0490,POL-0283,CUST-0170,AGT-0008,health,2026-02-04,17488.48,214,2,42,0.42,0,settled,0
CLM-0491,POL-0336,CUST-0222,AGT-0011,property_damage,2026-05-10,190056.3,3,4,31,4.29,1,rejected,1
CLM-0492,POL-0488,CUST-0180,AGT-0020,health,2025-12-03,55515.68,293,0,47,0.85,1,pending,0
CLM-0493,POL-0058,CUST-0192,AGT-0013,property_damage,2026-03-19,51210.85,363,2,51,0.79,0,pending,0
CLM-0494,POL-0500,CUST-0199,AGT-0001,motor_accident,2026-01-03,132135.75,511,2,64,2.61,0,rejected,0
CLM-0495,POL-0312,CUST-0281,AGT-0011,motor_accident,2025-06-29,66055.62,550,2,38,1.65,0,settled,0
CLM-0496,POL-0490,CUST-0076,AGT-0010,life,2025-08-29,477431.25,15,7,29,10.16,1,rejected,1
CLM-0497,POL-0311,CUST-0151,AGT-0015,property_damage,2026-01-27,107267.37,481,2,42,2.56,0,settled,0
CLM-0498,POL-0234,CUST-0109,AGT-0007,motor_accident,2025-11-27,194617.39,276,3,51,10.44,0,settled,0
CLM-0499,POL-0403,CUST-0253,AGT-0020,property_damage,2026-01-05,116021.74,158,1,51,5.09,1,settled,0
CLM-0500,POL-0210,CUST-0038,AGT-0012,life,2026-05-24,196733.31,619,3,65,4.04,0,pending,0
CLM-0501,POL-0392,CUST-0047,AGT-0018,health,2026-04-24,186374.41,133,1,27,3.03,0,pending,0
CLM-0502,POL-0463,CUST-0240,AGT-0002,property_damage,2025-08-02,29853.33,600,1,43,0.53,0,settled,0
CLM-0503,POL-0038,CUST-0294,AGT-0008,life,2026-01-03,74216.74,489,3,65,1.0,0,settled,0
CLM-0504,POL-0371,CUST-0113,AGT-0014,property_damage,2025-06-20,183686.66,551,0,34,3.44,0,settled,0
CLM-0505,POL-0225,CUST-0026,AGT-0013,motor_accident,2025-08-16,145893.97,316,0,39,4.25,0,settled,0
CLM-0506,POL-0261,CUST-0066,AGT-0009,motor_accident,2026-02-13,88204.46,360,3,45,2.59,0,settled,0
CLM-0507,POL-0451,CUST-0031,AGT-0012,life,2026-02-06,24395.97,321,1,32,0.26,0,rejected,0
CLM-0508,POL-0311,CUST-0151,AGT-0015,health,2026-05-17,185280.59,712,2,34,4.42,0,settled,0
CLM-0509,POL-0276,CUST-0131,AGT-0018,life,2025-10-16,6299.7,56,2,38,0.29,0,settled,0
CLM-0510,POL-0471,CUST-0001,AGT-0002,motor_accident,2026-03-22,397212.77,8,6,35,9.01,1,settled,1
CLM-0511,POL-0412,CUST-0052,AGT-0009,life,2025-07-13,427662.09,5,5,23,8.2,1,rejected,1
CLM-0512,POL-0457,CUST-0187,AGT-0020,motor_accident,2025-07-11,89508.64,563,2,37,1.14,1,settled,0
CLM-0513,POL-0301,CUST-0234,AGT-0011,health,2025-09-19,188916.66,719,1,41,4.62,0,settled,0
CLM-0514,POL-0487,CUST-0098,AGT-0011,health,2025-06-02,146040.3,249,0,52,6.17,0,pending,0
CLM-0515,POL-0315,CUST-0007,AGT-0017,health,2025-12-29,118860.3,683,2,55,1.32,1,settled,0
CLM-0516,POL-0251,CUST-0114,AGT-0008,property_damage,2025-10-29,81480.96,395,3,43,0.92,0,rejected,0
CLM-0517,POL-0340,CUST-0201,AGT-0018,life,2025-09-23,39357.92,356,0,47,1.42,0,settled,0
CLM-0518,POL-0149,CUST-0176,AGT-0002,property_damage,2025-11-02,46945.7,448,0,60,0.91,0,settled,0
CLM-0519,POL-0205,CUST-0184,AGT-0019,life,2026-02-07,15653.51,527,1,46,0.46,0,settled,0
CLM-0520,POL-0106,CUST-0254,AGT-0020,motor_accident,2025-11-18,26511.55,658,2,33,0.66,1,pending,0
CLM-0521,POL-0393,CUST-0116,AGT-0020,health,2025-08-30,17375.63,80,1,48,0.46,1,settled,0
CLM-0522,POL-0411,CUST-0187,AGT-0013,motor_accident,2026-05-21,77906.59,453,1,60,1.46,0,settled,0
CLM-0523,POL-0257,CUST-0030,AGT-0020,health,2026-05-14,99555.49,190,2,44,3.65,0,settled,0
CLM-0524,POL-0336,CUST-0222,AGT-0011,life,2026-05-21,164567.7,306,0,29,3.71,0,pending,0
CLM-0525,POL-0471,CUST-0001,AGT-0002,life,2025-09-11,148495.31,430,1,63,3.37,0,settled,0
CLM-0526,POL-0235,CUST-0104,AGT-0005,health,2025-11-04,56532.64,701,3,49,4.06,0,settled,0
CLM-0527,POL-0465,CUST-0266,AGT-0004,motor_accident,2025-10-12,103785.73,421,0,56,9.54,0,settled,0
CLM-0528,POL-0395,CUST-0060,AGT-0017,motor_accident,2026-04-13,77115.22,606,0,44,2.9,0,settled,0
CLM-0529,POL-0304,CUST-0281,AGT-0017,motor_accident,2025-09-21,32559.46,661,3,58,0.84,1,settled,0
CLM-0530,POL-0428,CUST-0167,AGT-0016,life,2025-08-25,67681.38,608,3,25,5.92,0,settled,0
CLM-0531,POL-0237,CUST-0268,AGT-0014,motor_accident,2026-03-10,105314.07,113,0,52,1.41,0,settled,0
CLM-0532,POL-0102,CUST-0198,AGT-0001,life,2026-03-21,194523.67,69,3,56,6.47,0,settled,0
CLM-0533,POL-0205,CUST-0184,AGT-0019,property_damage,2025-08-16,191154.15,19,8,35,5.61,1,rejected,1
CLM-0534,POL-0268,CUST-0251,AGT-0003,property_damage,2026-03-23,161548.68,410,2,55,3.08,0,pending,0
CLM-0535,POL-0163,CUST-0271,AGT-0001,motor_accident,2025-08-29,34318.07,98,0,44,1.09,0,settled,0
CLM-0536,POL-0320,CUST-0007,AGT-0009,property_damage,2026-01-06,35508.34,388,1,47,0.37,0,settled,0
CLM-0537,POL-0374,CUST-0091,AGT-0016,health,2026-04-22,126777.68,442,2,60,3.29,1,settled,0
CLM-0538,POL-0144,CUST-0251,AGT-0005,property_damage,2025-07-20,114913.65,159,3,46,2.23,1,settled,0
CLM-0539,POL-0087,CUST-0182,AGT-0009,health,2025-09-30,231140.86,14,3,35,5.64,1,rejected,1
CLM-0540,POL-0459,CUST-0210,AGT-0011,motor_accident,2026-01-28,31710.11,480,3,55,0.46,0,settled,0
CLM-0541,POL-0362,CUST-0188,AGT-0019,health,2026-03-07,65793.56,564,2,58,1.67,0,rejected,0
CLM-0542,POL-0431,CUST-0134,AGT-0005,health,2026-05-19,91121.13,286,0,60,3.59,0,rejected,0
CLM-0543,POL-0373,CUST-0068,AGT-0004,motor_accident,2026-02-20,125309.97,225,3,48,3.26,0,settled,0
CLM-0544,POL-0003,CUST-0101,AGT-0018,motor_accident,2025-07-04,69048.05,407,2,57,0.99,0,settled,0
CLM-0545,POL-0023,CUST-0189,AGT-0011,life,2025-07-24,142331.57,310,0,61,2.45,0,settled,0
CLM-0546,POL-0243,CUST-0138,AGT-0014,health,2025-06-04,131271.96,588,0,27,2.7,0,settled,0
CLM-0547,POL-0215,CUST-0255,AGT-0005,property_damage,2026-02-21,28288.22,484,0,45,0.5,0,settled,0
CLM-0548,POL-0429,CUST-0277,AGT-0006,life,2025-10-30,180434.96,203,2,58,2.82,0,settled,0
CLM-0549,POL-0099,CUST-0185,AGT-0004,health,2025-06-13,102797.51,303,0,36,2.19,0,settled,0
CLM-0550,POL-0160,CUST-0127,AGT-0009,life,2026-04-16,73383.53,379,3,61,1.62,0,pending,0
CLM-0551,POL-0374,CUST-0091,AGT-0016,health,2025-07-09,261125.45,41,3,33,6.77,0,pending,1
CLM-0552,POL-0158,CUST-0078,AGT-0014,property_damage,2026-03-01,130251.89,225,1,44,5.36,0,settled,0
CLM-0553,POL-0212,CUST-0288,AGT-0020,property_damage,2026-04-14,41707.83,234,1,43,0.58,0,settled,0
CLM-0554,POL-0179,CUST-0005,AGT-0012,health,2025-06-06,106993.33,676,1,27,2.32,1,settled,0
CLM-0555,POL-0176,CUST-0092,AGT-0002,life,2026-01-18,103234.22,305,0,57,3.66,0,pending,0
CLM-0556,POL-0338,CUST-0055,AGT-0010,motor_accident,2025-12-17,97665.91,508,2,48,4.6,1,settled,0
CLM-0557,POL-0082,CUST-0025,AGT-0001,life,2025-08-25,70268.93,693,0,36,1.13,0,pending,0
CLM-0558,POL-0415,CUST-0204,AGT-0004,property_damage,2025-07-28,120747.08,475,3,55,3.86,0,settled,0
CLM-0559,POL-0021,CUST-0168,AGT-0020,life,2025-08-01,176099.38,549,0,51,7.13,0,pending,0
CLM-0560,POL-0473,CUST-0284,AGT-0017,property_damage,2026-05-04,121385.98,566,1,61,10.95,0,rejected,0
CLM-0561,POL-0411,CUST-0187,AGT-0013,property_damage,2025-12-25,82218.8,501,0,34,1.54,0,pending,0
CLM-0562,POL-0224,CUST-0284,AGT-0018,health,2025-12-06,235656.38,44,7,34,5.35,1,pending,1
CLM-0563,POL-0358,CUST-0248,AGT-0012,property_damage,2026-03-24,97099.66,415,3,40,1.49,0,settled,0
CLM-0564,POL-0420,CUST-0086,AGT-0011,motor_accident,2026-02-07,175173.34,641,3,59,3.07,0,rejected,0
CLM-0565,POL-0189,CUST-0232,AGT-0010,health,2026-05-09,102783.91,31,3,29,2.35,0,settled,0
CLM-0566,POL-0174,CUST-0189,AGT-0006,life,2026-05-14,40075.75,184,2,44,1.64,0,settled,0
CLM-0567,POL-0084,CUST-0248,AGT-0016,motor_accident,2025-06-30,105882.97,138,3,30,1.53,0,rejected,0
CLM-0568,POL-0164,CUST-0188,AGT-0018,life,2025-10-27,327439.65,44,6,21,8.16,1,rejected,1
CLM-0569,POL-0133,CUST-0249,AGT-0005,property_damage,2026-04-04,27611.89,491,2,55,0.31,0,settled,0
CLM-0570,POL-0389,CUST-0266,AGT-0010,life,2025-10-21,136570.19,183,0,46,5.63,1,pending,0
CLM-0571,POL-0063,CUST-0229,AGT-0020,property_damage,2026-05-19,94748.89,81,2,41,9.03,0,settled,0
CLM-0572,POL-0183,CUST-0073,AGT-0009,motor_accident,2025-09-01,92120.18,334,0,63,3.91,0,settled,0
CLM-0573,POL-0044,CUST-0045,AGT-0013,life,2025-06-13,29580.65,178,3,52,0.58,0,settled,0
CLM-0574,POL-0235,CUST-0104,AGT-0005,motor_accident,2025-12-10,264305.97,3,4,30,18.99,0,settled,1
CLM-0575,POL-0206,CUST-0289,AGT-0007,life,2026-04-02,482625.61,17,8,31,11.21,0,rejected,1
CLM-0576,POL-0156,CUST-0053,AGT-0011,life,2026-01-11,110135.74,279,0,48,2.17,1,settled,0
CLM-0577,POL-0257,CUST-0030,AGT-0020,motor_accident,2025-10-31,122901.4,215,2,42,4.51,0,settled,0
CLM-0578,POL-0237,CUST-0268,AGT-0014,property_damage,2026-02-07,195300.04,355,0,39,2.62,0,pending,0
CLM-0579,POL-0424,CUST-0121,AGT-0009,motor_accident,2025-12-07,87049.13,639,2,59,0.99,0,settled,0
CLM-0580,POL-0078,CUST-0075,AGT-0001,motor_accident,2025-07-12,149801.38,245,1,49,8.34,0,settled,0
CLM-0581,POL-0107,CUST-0203,AGT-0011,motor_accident,2026-03-13,108270.39,341,2,45,6.45,0,settled,0
CLM-0582,POL-0181,CUST-0013,AGT-0008,life,2025-08-29,86001.63,53,2,60,2.68,0,pending,0
CLM-0583,POL-0203,CUST-0082,AGT-0004,life,2025-08-23,198465.53,614,2,36,4.02,0,settled,0
CLM-0584,POL-0462,CUST-0037,AGT-0001,life,2026-02-05,67283.68,401,0,65,2.81,0,rejected,0
CLM-0585,POL-0147,CUST-0033,AGT-0018,property_damage,2025-10-06,92643.91,211,3,43,2.94,0,settled,0
CLM-0586,POL-0298,CUST-0041,AGT-0015,health,2025-07-23,194978.24,450,1,65,6.46,0,settled,0
CLM-0587,POL-0293,CUST-0134,AGT-0011,motor_accident,2025-11-23,189370.36,362,1,35,3.43,1,pending,0
CLM-0588,POL-0262,CUST-0182,AGT-0008,health,2025-12-17,170810.26,195,3,48,4.0,0,pending,0
CLM-0589,POL-0106,CUST-0254,AGT-0020,motor_accident,2025-07-26,94542.62,730,3,40,2.36,0,settled,0
CLM-0590,POL-0237,CUST-0268,AGT-0014,motor_accident,2025-10-30,18619.24,63,3,58,0.25,0,rejected,0
CLM-0591,POL-0367,CUST-0108,AGT-0019,motor_accident,2026-01-02,131182.42,576,0,53,2.23,0,settled,0
CLM-0592,POL-0205,CUST-0184,AGT-0019,property_damage,2025-08-08,104754.14,695,3,52,3.07,0,settled,0
CLM-0593,POL-0188,CUST-0161,AGT-0014,motor_accident,2025-10-09,71267.75,278,3,38,5.06,0,rejected,0
CLM-0594,POL-0388,CUST-0267,AGT-0010,motor_accident,2026-03-21,62581.95,485,2,53,1.8,0,pending,0
CLM-0595,POL-0114,CUST-0279,AGT-0002,life,2025-10-18,114890.19,328,2,35,3.89,1,settled,0
CLM-0596,POL-0076,CUST-0158,AGT-0009,health,2025-08-05,172533.79,293,1,26,3.81,0,pending,0
CLM-0597,POL-0382,CUST-0105,AGT-0014,property_damage,2025-09-06,105779.5,518,1,47,1.53,0,settled,0
CLM-0598,POL-0446,CUST-0282,AGT-0017,health,2026-02-06,39200.53,418,0,29,0.7,0,pending,0
CLM-0599,POL-0183,CUST-0073,AGT-0009,property_damage,2025-06-25,116034.56,683,0,58,4.93,0,pending,0
CLM-0600,POL-0260,CUST-0184,AGT-0017,motor_accident,2025-10-15,343649.57,35,8,29,7.75,0,rejected,1
CLM-0601,POL-0132,CUST-0096,AGT-0011,property_damage,2025-08-22,40623.51,696,1,39,1.18,0,settled,0
CLM-0602,POL-0464,CUST-0137,AGT-0017,life,2025-10-06,106898.75,92,1,39,1.56,0,pending,0
CLM-0603,POL-0405,CUST-0204,AGT-0008,health,2025-07-29,43303.04,149,3,30,0.55,0,settled,0
CLM-0604,POL-0298,CUST-0041,AGT-0015,motor_accident,2026-01-23,181472.82,483,1,62,6.02,1,settled,0
CLM-0605,POL-0324,CUST-0080,AGT-0002,health,2025-12-08,103922.13,556,2,44,10.11,0,settled,0
CLM-0606,POL-0159,CUST-0064,AGT-0019,life,2025-09-20,26736.66,216,3,25,0.29,0,pending,0
CLM-0607,POL-0345,CUST-0237,AGT-0018,health,2026-04-06,185432.59,483,2,65,3.53,1,settled,0
CLM-0608,POL-0257,CUST-0030,AGT-0020,health,2025-12-17,154452.0,513,0,44,5.67,1,pending,0
CLM-0609,POL-0437,CUST-0094,AGT-0005,property_damage,2026-02-03,134205.19,363,3,63,3.21,0,rejected,0
CLM-0610,POL-0190,CUST-0021,AGT-0007,life,2025-10-30,266802.76,23,8,26,9.8,1,pending,1
CLM-0611,POL-0496,CUST-0261,AGT-0004,health,2026-02-14,130929.58,173,3,42,4.36,0,settled,0
CLM-0612,POL-0427,CUST-0146,AGT-0015,health,2025-07-19,67759.93,421,2,60,2.66,1,settled,0
CLM-0613,POL-0039,CUST-0019,AGT-0013,life,2026-01-24,68469.19,521,3,27,1.68,0,settled,0
CLM-0614,POL-0052,CUST-0085,AGT-0011,health,2026-04-24,269942.18,35,5,28,9.25,1,pending,1
CLM-0615,POL-0448,CUST-0008,AGT-0006,property_damage,2025-08-19,63276.85,234,0,53,1.52,0,settled,0
CLM-0616,POL-0072,CUST-0027,AGT-0009,life,2026-02-04,18260.76,351,2,53,1.6,0,settled,0
CLM-0617,POL-0347,CUST-0052,AGT-0010,life,2025-11-10,55510.04,648,0,33,0.95,0,settled,0
CLM-0618,POL-0031,CUST-0251,AGT-0011,property_damage,2025-08-29,104891.03,46,3,27,1.61,1,settled,0
CLM-0619,POL-0325,CUST-0252,AGT-0019,motor_accident,2025-08-11,176443.4,6,7,33,3.62,0,settled,1
CLM-0620,POL-0393,CUST-0116,AGT-0020,property_damage,2025-10-11,164462.37,506,3,34,4.38,0,settled,0
CLM-0621,POL-0206,CUST-0289,AGT-0007,health,2026-01-19,6239.02,429,0,25,0.14,0,rejected,0
CLM-0622,POL-0273,CUST-0223,AGT-0005,health,2026-02-15,134753.36,618,2,61,5.42,0,settled,0
CLM-0623,POL-0274,CUST-0207,AGT-0001,health,2025-06-29,169716.17,160,2,29,2.66,0,settled,0
CLM-0624,POL-0218,CUST-0215,AGT-0006,life,2026-03-29,50430.88,252,2,26,2.78,0,settled,0
CLM-0625,POL-0228,CUST-0251,AGT-0009,health,2026-02-15,171566.68,243,3,28,2.07,0,settled,0
CLM-0626,POL-0497,CUST-0235,AGT-0018,life,2025-07-26,183090.23,558,0,35,6.75,0,settled,0
CLM-0627,POL-0098,CUST-0043,AGT-0009,life,2026-05-23,22704.24,549,2,55,0.27,0,pending,0
CLM-0628,POL-0493,CUST-0270,AGT-0002,motor_accident,2025-07-02,74162.81,347,0,52,2.57,0,settled,0
CLM-0629,POL-0009,CUST-0177,AGT-0013,health,2025-08-15,58569.65,692,2,27,2.29,0,pending,0
CLM-0630,POL-0072,CUST-0027,AGT-0009,health,2025-10-29,153646.13,92,1,43,13.45,0,pending,0
CLM-0631,POL-0380,CUST-0162,AGT-0014,property_damage,2025-11-06,135390.22,403,0,35,6.19,0,settled,0
CLM-0632,POL-0165,CUST-0008,AGT-0009,motor_accident,2025-08-28,159040.51,2,6,21,14.68,0,pending,1
CLM-0633,POL-0081,CUST-0087,AGT-0005,life,2025-10-06,272033.24,15,3,27,3.46,0,settled,1
CLM-0634,POL-0069,CUST-0124,AGT-0008,property_damage,2026-03-27,162837.9,30,2,55,8.48,0,settled,0
CLM-0635,POL-0490,CUST-0076,AGT-0010,health,2026-03-19,144681.48,519,3,61,3.08,0,settled,0
CLM-0636,POL-0368,CUST-0066,AGT-0019,property_damage,2025-12-14,177949.0,137,1,39,16.0,0,settled,0
CLM-0637,POL-0267,CUST-0003,AGT-0015,health,2025-08-08,197590.37,303,1,45,5.59,0,settled,0
CLM-0638,POL-0324,CUST-0080,AGT-0002,health,2026-03-10,219263.65,12,3,23,21.32,0,pending,1
CLM-0639,POL-0247,CUST-0102,AGT-0009,property_damage,2025-08-25,72060.85,673,3,53,1.72,0,settled,0
CLM-0640,POL-0474,CUST-0071,AGT-0009,life,2025-06-26,199353.71,220,2,46,6.04,0,pending,0
CLM-0641,POL-0135,CUST-0150,AGT-0002,life,2026-04-05,277897.79,42,3,29,4.26,0,pending,1
CLM-0642,POL-0448,CUST-0008,AGT-0006,health,2026-03-20,93250.14,596,0,57,2.24,0,settled,0
CLM-0643,POL-0102,CUST-0198,AGT-0001,property_damage,2025-08-28,74017.62,645,1,61,2.46,1,settled,0
CLM-0644,POL-0192,CUST-0016,AGT-0013,life,2026-02-17,137677.4,680,1,34,7.81,1,settled,0
CLM-0645,POL-0200,CUST-0279,AGT-0001,property_damage,2026-05-31,194541.73,517,3,45,4.6,0,pending,0
CLM-0646,POL-0107,CUST-0203,AGT-0011,health,2026-01-27,124557.87,98,0,51,7.43,0,settled,0
CLM-0647,POL-0201,CUST-0177,AGT-0019,life,2026-03-29,53471.79,388,0,39,0.84,0,settled,0
CLM-0648,POL-0106,CUST-0254,AGT-0020,motor_accident,2025-07-14,136086.42,365,0,65,3.39,0,settled,0
CLM-0649,POL-0153,CUST-0220,AGT-0003,property_damage,2026-01-12,110545.6,654,3,34,1.42,0,rejected,0
CLM-0650,POL-0430,CUST-0178,AGT-0016,life,2026-01-02,27003.33,507,3,62,0.44,0,settled,0
CLM-0651,POL-0375,CUST-0067,AGT-0020,motor_accident,2026-01-08,121814.16,401,1,56,10.64,0,settled,0
CLM-0652,POL-0328,CUST-0288,AGT-0001,life,2026-01-27,86830.85,287,2,30,2.97,0,settled,0
CLM-0653,POL-0223,CUST-0081,AGT-0002,life,2026-05-10,25273.26,529,3,63,0.37,1,settled,0
CLM-0654,POL-0049,CUST-0245,AGT-0005,life,2026-05-11,417410.74,24,7,31,14.27,1,pending,1
CLM-0655,POL-0294,CUST-0174,AGT-0017,motor_accident,2025-07-13,12268.87,438,3,26,0.28,0,rejected,0
CLM-0656,POL-0472,CUST-0004,AGT-0010,health,2026-01-10,10533.04,497,2,47,0.22,0,settled,0
CLM-0657,POL-0235,CUST-0104,AGT-0005,life,2025-12-04,128787.43,194,1,60,9.25,1,settled,0
CLM-0658,POL-0439,CUST-0096,AGT-0004,property_damage,2026-04-10,273131.65,35,8,33,14.99,0,settled,1
CLM-0659,POL-0161,CUST-0155,AGT-0007,life,2025-11-27,129697.63,421,1,41,3.52,0,settled,0
CLM-0660,POL-0009,CUST-0177,AGT-0013,health,2025-11-09,353646.39,33,8,31,13.8,1,rejected,1
CLM-0661,POL-0048,CUST-0061,AGT-0010,property_damage,2025-09-01,359289.28,43,6,34,6.03,1,pending,1
CLM-0662,POL-0054,CUST-0234,AGT-0019,motor_accident,2026-01-26,148575.06,330,0,45,4.86,0,settled,0
CLM-0663,POL-0254,CUST-0239,AGT-0010,health,2026-03-18,140540.43,254,1,39,2.48,0,pending,0
CLM-0664,POL-0440,CUST-0120,AGT-0003,life,2025-07-14,168396.49,454,1,51,2.74,0,settled,0
CLM-0665,POL-0362,CUST-0188,AGT-0019,health,2025-12-19,75973.94,299,3,48,1.92,0,settled,0
CLM-0666,POL-0165,CUST-0008,AGT-0009,property_damage,2026-04-08,197319.88,282,1,31,18.21,1,settled,0
CLM-0667,POL-0368,CUST-0066,AGT-0019,life,2025-07-19,195416.14,259,3,42,17.57,1,settled,0
CLM-0668,POL-0489,CUST-0103,AGT-0012,health,2026-04-29,9312.46,489,0,47,0.17,0,settled,0
CLM-0669,POL-0292,CUST-0067,AGT-0016,health,2025-06-27,179823.14,58,3,52,2.02,0,settled,0
CLM-0670,POL-0170,CUST-0159,AGT-0006,property_damage,2026-05-28,160691.19,550,3,34,10.17,1,rejected,0
CLM-0671,POL-0301,CUST-0234,AGT-0011,health,2026-01-24,492073.85,40,3,29,12.02,1,settled,1
CLM-0672,POL-0016,CUST-0188,AGT-0013,life,2025-11-04,101520.13,152,2,30,7.84,0,settled,0
CLM-0673,POL-0434,CUST-0281,AGT-0012,health,2026-01-18,23693.34,393,1,52,0.79,0,settled,0
CLM-0674,POL-0332,CUST-0034,AGT-0007,motor_accident,2025-06-16,71245.43,126,2,26,1.62,1,settled,0
CLM-0675,POL-0494,CUST-0028,AGT-0015,property_damage,2026-04-26,7452.8,364,3,44,0.22,0,rejected,0
CLM-0676,POL-0256,CUST-0142,AGT-0011,health,2025-10-18,47582.9,383,0,34,1.03,1,settled,0
CLM-0677,POL-0077,CUST-0164,AGT-0007,property_damage,2026-01-02,91795.76,667,0,59,2.03,0,pending,0
CLM-0678,POL-0266,CUST-0042,AGT-0016,life,2025-10-14,24445.71,227,1,64,1.01,0,rejected,0
CLM-0679,POL-0174,CUST-0189,AGT-0006,life,2025-06-28,32569.37,532,1,50,1.33,0,settled,0
CLM-0680,POL-0047,CUST-0061,AGT-0015,health,2025-10-14,67507.85,569,3,59,2.01,0,settled,0
CLM-0681,POL-0207,CUST-0047,AGT-0002,life,2025-12-26,21065.83,54,3,31,0.62,0,settled,0
CLM-0682,POL-0271,CUST-0116,AGT-0012,property_damage,2026-05-07,41675.39,121,2,62,1.01,1,settled,0
CLM-0683,POL-0198,CUST-0018,AGT-0020,property_damage,2025-06-17,193016.49,83,3,57,8.04,1,settled,0
CLM-0684,POL-0235,CUST-0104,AGT-0005,motor_accident,2026-05-08,179009.44,357,0,38,12.86,0,rejected,0
CLM-0685,POL-0474,CUST-0071,AGT-0009,property_damage,2025-11-07,181357.18,705,2,36,5.49,0,pending,0
CLM-0686,POL-0127,CUST-0271,AGT-0011,motor_accident,2025-10-31,55346.13,462,2,38,2.47,0,settled,0
CLM-0687,POL-0432,CUST-0177,AGT-0010,life,2026-05-10,164261.31,529,2,63,3.35,0,settled,0
CLM-0688,POL-0340,CUST-0201,AGT-0018,property_damage,2026-03-07,18752.25,147,0,35,0.68,0,rejected,0
CLM-0689,POL-0146,CUST-0168,AGT-0019,health,2026-04-17,60517.44,613,2,31,1.36,0,settled,0
CLM-0690,POL-0066,CUST-0212,AGT-0010,life,2026-02-26,11960.56,520,0,32,0.17,0,pending,0
CLM-0691,POL-0224,CUST-0284,AGT-0018,health,2026-02-13,90431.17,176,3,63,2.05,0,settled,0
CLM-0692,POL-0008,CUST-0248,AGT-0015,motor_accident,2025-11-12,71562.76,286,1,47,5.17,0,settled,0
CLM-0693,POL-0033,CUST-0178,AGT-0015,health,2025-07-27,127306.66,373,3,26,5.22,0,settled,0
CLM-0694,POL-0074,CUST-0109,AGT-0007,health,2025-12-18,66922.94,144,0,51,1.51,1,settled,0
